あいにく	生憎	10.0
何しろ	いかんせん	6.8
何しろ	なにせ	9.0
何しろ	何せ	9.0
何しろ	なにしろ	10.0
何とか	ようやく	7.4
何とか	なんとか	10.0
何とか	辛くも	6.6
何とか	ぎりぎり	7.2
何とか	辛うじて	8.2
何とか	どうにか	6.6
何とぞ	なんとか	8.8
何とぞ	何とか	7.6
何とも	どうしても	4.8
何とも	なんとも	10.0
何もかも	丸ごと	7.4
偏に	専ら	7.6
充分	思い切り	5.6
充分	いかんなく	7.2
全て	丸々	8.0
全て	丸ごと	8.0
全て	総じて	7.0
全て	おしなべて	4.0
全て	概ね	7.8
全て	概して	6.0
全て	一般に	5.6
全て	何もかも	7.0
全部	丸ごと	9.0
全部	何もかも	8.8
全部	すべて	9.6
全部	総じて	8.6
全部	丸々	9.4
全部	一般に	5.4
全部	全て	9.6
全部	ありのまま	6.0
全部	概ね	6.8
勿論	無論	9.2
多々	いっせいに	4.6
多々	いっぱい	7.0
多々	ずらりと	5.6
多少	いささか	6.8
実に	まことに	7.4
実に	すっかり	3.0
専ら	ほとんど	3.4
専ら	ただただ	6.0
少々	結構	1.8
少々	いささか	6.4
少々	まあまあ	5.8
少々	若干	8.6
少々	少し	9.2
少々	なかなか	2.0
少し	いささか	7.0
少し	多少	6.2
少し	なかなか	3.2
少し	若干	7.6
少し	結構	1.8
常に	度々	5.6
常に	しばしば	3.2
常に	たびたび	4.8
常に	専ら	6.6
常に	しきりに	6.2
度々	結構	6.4
度々	しきりに	6.2
度々	時として	4.2
度々	時折	6.2
度々	かなり	5.2
度々	しょっちゅう	8.4
当然	無論	7.8
当然	勿論	7.6
必ず	頑として	4.0
必ず	きっぱり	5.8
必ず	断固	6.6
必ず	絶対	8.2
思いっきり	精一杯	7.2
思い通り	いかんなく	4.0
思い通り	充分	2.4
断じて	毅然と	5.4
断じて	断固	7.6
断固	頑として	7.6
断固	毅然と	8.2
断固	断然	8.4
既に	よもや	2.4
既に	もはや	7.2
既に	いまや	7.0
既に	今や	6.4
時々	度々	3.8
時々	時おり	7.8
時々	常に	1.4
時々	しばしば	5.0
時々	時として	8.8
時々	しきりに	5.2
時々	まあまあ	5.0
時々	時折	8.6
時々	結構	1.8
時々	たびたび	4.0
時おり	まあまあ	4.6
本当に	現に	6.2
本当に	現在	0.4
本当に	断固	5.4
本当に	しっかり	3.4
本当に	必ず	8.0
本当に	絶対	8.2
本当に	すでに	2.8
本当に	実際	7.0
概して	おしなべて	8.2
概して	だいたい	8.0
概して	ほとんど	6.8
概して	全部	5.8
概ね	総じて	7.4
概ね	概して	8.4
概ね	おしなべて	8.6
次々	順次	7.8
次々	順に	7.4
次々	随時	4.6
正に	いかにも	5.8
特に	専ら	5.2
特に	ひたすら	4.6
現に	実際	7.6
現に	事実上	7.2
現に	事実	7.6
現在	実際	4.6
現在	現に	3.6
現在	すでに	6.6
結局	どだい	6.2
結局	所詮	7.4
結構	なかなか	6.4
結構	時おり	3.6
結構	まあまあ	5.4
絶対	頑として	5.2
絶対	きっぱり	5.0
絶対	断然	7.6
絶対	断固	7.2
総じて	おおむね	7.2
総じて	おしなべて	7.6
総じて	概して	7.6
総じて	一般に	7.6
辛うじて	辛くも	8.8
辛うじて	ようやく	6.6
順に	順次	8.2
順に	逐次	7.8
順に	随時	3.8
順次	随時	5.0
順次	逐次	8.6
頑として	断じて	6.6
頑として	断然	6.8
